SMILES,InChI,Count
C1CCC2C(C1)CCC13CC(CCC21)C1OCOC13,TVSYWZCQRXMFOF-UHFFFAOYSA-N,1
O=C1ON=C2C3CC4CC12CC1(C3)C(=O)ON=C41,TVSFAFGQDBXMHP-UHFFFAOYSA-N,1
O=C1Nc2ccccc2Nc2c1cnc1nnnn21,TVPXJCWBKLPIST-UHFFFAOYSA-N,1
c1ccc2c(c1)[SH+]Cc1c[nH]nc1-2,TVPJODVFKPLXPS-UHFFFAOYSA-O,1
S=[PH]1NCc2ccccc2N1,IZOQPDBJYKEHHD-UHFFFAOYSA-N,1
O=C1CCc2cccc(c2)Oc2ccc(cc2)CCCNC(=O)CN1,IZOPOGYHWMYDFB-UHFFFAOYSA-N,1
O=C1CCNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCCCCN1,IZNYTYUNLFNQHE-UHFFFAOYSA-N,1
c1ccc2c(c1)CC1c3ccc4c(c3CC21)OCC4,IZNWLORRIRLPLL-UHFFFAOYSA-N,1
O=C1CC=CCCC2CCC2C1,IZNHDDNNOUWPNX-UHFFFAOYSA-N,1
O=C1CC2C(CCC3C4CCCCC4=CCC23)CO1,IZLPNHBBDRKHDI-UHFFFAOYSA-N,1
C=C1NC2CCC1c1ccccc12,IZSLDTPPWIASAT-UHFFFAOYSA-N,1
C1CCC2C3=C(CCC2C1)C1CC2OC4(CCCO4)CCC2C1CC3,IZPHZYPTHKHHNN-UHFFFAOYSA-N,1
c1cc2cc(c1)CCc1ccc([sH+]1)CC2,IZYNGXYXWXCHBJ-UHFFFAOYSA-O,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)SCCN1,IZKICGMODRYLNT-UHFFFAOYSA-N,1
O=C1CCCC2C1CC1C(=O)N3C(CC4CCCCC43)C(=O)N12,IZJVFYRFKASFFZ-UHFFFAOYSA-N,1
O=C1CCSCc2cc3cc(c2)CSCC(NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCSC3,IZJGPEYHIDPOJI-UHFFFAOYSA-N,1
O=C1CCOC2=C1CCC1OCC=C21,IZHYQEPUWRJLDZ-UHFFFAOYSA-N,1
O=c1[nH]c(=O)c2c1c1[nH]c3ccccc3c1c1c(=O)[nH]c(=O)c21,IZHSJTMCSHXFHX-UHFFFAOYSA-N,1
C1=C2CCC3CCCCC3C2CCO1,IZHPXISVBAUYBW-UHFFFAOYSA-N,1
O=c1nc2[nH]c3c(nc-2c(=O)[nH]1)CCCC3,IZHOPFIXGYZWSY-UHFFFAOYSA-N,1
C1CNCCSSCCN1,IZHLJXOECJOAKI-UHFFFAOYSA-N,1
O=c1ccn2c(c1)-c1ccccc1C1CS(=O)(=O)CCC12,TWBLASCZCYKYNY-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)C2CSSCC(NC(=O)CNC(=O)C3CCCN3C(=O)C3CCCN3C(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N2,TWAUNXDVDYHKFZ-UHFFFAOYSA-N,1
O=C1C2=COC=CC2CCC12CCc1ccccc1C2=O,TVZSUSWQYHCHQX-UHFFFAOYSA-N,1
c1ccc2c(c1)NC1(CCNCC1)c1scnc1S2,TVZHFHGZZGPRQP-UHFFFAOYSA-N,1
O=C1CCSCc2cccc(c2)CSCCNC(=O)C2CCCN2C(=O)CNC(=O)c2ccc(o2)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,TVYDUKWKJGKJML-UHFFFAOYSA-N,1
C1=NCC2COCC2O1,TVWZZBFIEQMGDH-UHFFFAOYSA-N,1
S=C1NN=C2C(=C3CCCC4C5CCCCC5N2C34)N1,TVWKFGRMFRJQKS-UHFFFAOYSA-N,1
C1=CN=C2NC=CCC2C1,TVVNASHRLFTQGF-UHFFFAOYSA-N,1
O=C1C=Cc2cccnc2C1=O,TWISGNUAOCQALT-UHFFFAOYSA-N,1
O=C1CCCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)CN1,TWINGQFSCPISTO-UHFFFAOYSA-N,1
C=C1CC=CCCCC=CCC1,TWHFSJOECMUVSD-UHFFFAOYSA-N,1
c1cnc2ncc3occc3c2c1,TWHDQWMXDXZYFX-UHFFFAOYSA-N,1
C1=CN2N=CCC2=NC1,TWGWDFZNSNOXOM-UHFFFAOYSA-N,1
O=C1CCc2nc3[nH]ccc3cc21,TWGLVPQNFAEVNR-UHFFFAOYSA-N,1
C1=C2C3CCCC3CCC2C2C3OC3CC3OC32C1,TWFIKKHXWPMDHP-UHFFFAOYSA-N,1
O=C1NC2=C(CNC=N2)C12CCCC2,TWFFUHDCICZIFZ-UHFFFAOYSA-N,1
c1c2c(cc3c1OCO3)C1OCOC(C2)O1,TWDQIYQFFYSDOT-UHFFFAOYSA-N,1
O=C1C=CNC(=S)C1,TWDKTUFMBYDRLA-UHFFFAOYSA-N,1
O=C1NCCCCCn2c1cc1cccnc1c2=O,TWDBDOONTHCMDF-UHFFFAOYSA-N,1
O=c1oc2ccccc2c2c1CNCCCC2,TWCQZPJHVJYFGH-UHFFFAOYSA-N,1
O=C1CC2OCC3CC4C(CCC5CCC6OC564)CCC32O1,TWBZYHJOHDNGCJ-UHFFFAOYSA-N,1
O=C1CCOc2cc3c(cc21)OOC3,IZLFWJYJFAAHMY-UHFFFAOYSA-N,1
O=C1CSCCc2cc3c(cc21)OCCO3,IZLBKSRIFDRUAE-UHFFFAOYSA-N,1
O=C1C=C2CC3CCCC34OC4CC2O1,IZKRWFLELJMWDQ-UHFFFAOYSA-N,1
N=C1CCCc2[nH]c(=O)ccc21,IZGWJNQYEQQUCP-UHFFFAOYSA-N,1
O=C1NOCCO1,IZGQRWGKBPTAQA-UHFFFAOYSA-N,1
C1CC2CC3(CO3)CC1N2,IZFYKGKIQOAOFO-UHFFFAOYSA-N,1
O=C1NCC(=O)N2CCC(C2)Oc2ncccc2C=CCCCCCO1,IZFOITDQNZDSFR-UHFFFAOYSA-N,1
C1COOC2(OOC1)C1CC3CC(C1)CC2C3,IZFGHMIHSCLMCZ-UHFFFAOYSA-N,1
S=C1N=CN=C2NC=CC12,IZFCQSJZGAPJOK-UHFFFAOYSA-N,1
O=C1CCC2C(CCC3C2CCC2C3CCC34OC3CCC24)C1,IZEWAXYRRUKDCW-UHFFFAOYSA-N,1
O=C1OC2CC3CC1N1C(C3)C21,IZDYVRAWVIZDOP-UHFFFAOYSA-N,1
O=c1cc[nH]c2c3c(ccc12)N1CCCC1C=C3,IZDQCFMUXGUBPR-UHFFFAOYSA-N,1
O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,IZCPNNMGJDAOFV-UHFFFAOYSA-N,1
O=C1CNCC(=S)N1,TWLQFAYEPARNTG-UHFFFAOYSA-N,1
O=C1Cc2cc3c(cc2CO1)CCC3=O,TWKZKSZRJIRDLH-UHFFFAOYSA-N,1
O=C1N[SH2](=O)CCCC=CCC2OCCC2CN2CC3(CCCc4ccccc43)COc3ccc1cc32,TWKQCLORBMMOCC-UHFFFAOYSA-N,1
c1cn2nc3c(c2[nH]1)CCNCC3,TWJIKQSOKWSODP-UHFFFAOYSA-N,1
O=C1OC23CCCCC2C(=O)OC32CCCC=C12,TWIVIWFAUPLXLQ-UHFFFAOYSA-N,1
O=C1Cc2ccccc2OCCCCC=CCCCCOc2cccc(c2)CC(=O)Nc2nnc(s2)CCCCc2ccc(nn2)N1,TWIVGQHUXKCVAJ-UHFFFAOYSA-N,1
O=C1CC2C(C=CC23CCCC3)N1,IYXVTWMOHGDRLQ-UHFFFAOYSA-N,1
O=C1CCC2C(CCC3C2CCC2C4CCCC4=CCC23)C1,IYWIZZJKFLHJKR-UHFFFAOYSA-N,1
S=C1NCCOc2cnccc21,IYVWHKKYZTVUQB-UHFFFAOYSA-N,1
O=C1NC2(CCCCC2)C(=O)NCC(=O)N2CCCC2C(=O)OCCC(=O)N2CCCC12,IYTFRJVPGUQARS-UHFFFAOYSA-N,1
O=C1OC2OCC3C1CCC1C4CCCCC4CCC231,TWSIPHBTSCZCLU-UHFFFAOYSA-N,1
N=c1[nH]c(=O)n2c(=S)[nH]c(=O)c3c2c1c1n3CCCCC1,TWOVQFQSZWWDIL-UHFFFAOYSA-N,1
O=C1C(=O)N2CCCC3=CC=CC1C32,TWNYHACJNPHZGA-UHFFFAOYSA-N,1
O=C1CCc2[nH]c(=O)[nH]c(=O)c21,TWNCDRSOGBHEBN-UHFFFAOYSA-N,1
O=C1CC=CCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,TWLSXYBKQNNQOA-UHFFFAOYSA-N,1
O=C1C2=NCCc3cc4c(c(c32)-c2ccccc21)OCO4,IZBUKPQDQIHIAX-UHFFFAOYSA-N,1
O=C1OC2OC3CCC4CCCC(C15CC1CCCN1O5)C42OO3,IZBHTEACOSUZCG-UHFFFAOYSA-N,1
C1=CC23CC2CCCC3C1,IZBAJNDBFSVSBF-UHFFFAOYSA-N,1
C1=NCC2(CCOCC2)CS1,IYZQYCFPEYKFJZ-UHFFFAOYSA-N,1
O=C1C=CC2C(=O)c3cc4ccccc4cc3C(=O)C2C1,IYZHOOKFGYSLNO-UHFFFAOYSA-N,1
O=C1CCCCCNCCCCCCN1,IYZGZKIIRBKQHS-UHFFFAOYSA-N,1
O=C1NC(=S)NC12CCCc1ccccc12,IZHLHFJSLJGXHE-UHFFFAOYSA-N,1
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CN1,IYIAZVMVTOZYQW-UHFFFAOYSA-N,1
O=C1C=C2C(CC1)C1CCC3C=CCC3C1CC21CC1,IYGVFNXEZUIIGU-UHFFFAOYSA-N,1
O=C1COC(=O)CNC(=O)COC(=O)CN1,IYGNRJYROQLFPR-UHFFFAOYSA-N,1
c1ccc2c(c1)CCNC21CCCC1,IYFCZCVFISKZNC-UHFFFAOYSA-N,1
C1Cc2onc3c2C(C1)C1CCC2CCCC2C1C3,IYECPNCRNHRAAW-UHFFFAOYSA-N,1
C1CC2CC3CC1CC23,TWYIIMYVKFYQFA-UHFFFAOYSA-N,1
O=C1CCCC2=C1CC1=CCSCC1=N2,TWYFEGSWIKMVRR-UHFFFAOYSA-N,1
O=C1CCCCCC=CC2CC=CC3CNC(=O)C23OC(=O)CC1,TWYBUCTVJUEGOS-UHFFFAOYSA-N,1
O=C1CCc2ncncc21,TWWUWJJLEUWPAI-UHFFFAOYSA-N,1
N=C1CCCCOC(=O)CCc2ccccc2C(=O)NCC1,TWWQAYRCPSVVTK-UHFFFAOYSA-N,1
O=C1NCCCCOc2ncccc2C2CCCN2c2ccn3ncc1c3n2,TWVRGVDECGDZCA-UHFFFAOYSA-N,1
C1=CC2=CCN3CCc4cc5c(cc4C23CC1)OCO5,TWUKVLCDFNAIMC-UHFFFAOYSA-N,1
O=C1CCc2c(sc3nc[nH]c(=O)c23)C1,IYRWPXJKFIMXRG-UHFFFAOYSA-N,1
C1=NC2(ON1)c1ccccc1CC21CCCc2ccccc2C1,IYOQBSUHNQOWAS-UHFFFAOYSA-N,1
O=C1CC2C=CC3(CCCC13)O2,IYMGGXXDSJFSGA-UHFFFAOYSA-N,1
O=C1OC2CCC=C3C=CC(CCCCC14OC24)O3,IYJRCUORHUHDSQ-UHFFFAOYSA-N,1
O=S1Oc2ccccc2-c2ccccc21,IYBLGEVIWORXGN-UHFFFAOYSA-N,1
c1cc2c(cn1)sc1ncncc12,IYAYCCGLJVJGAH-UHFFFAOYSA-N,1
O=c1[nH]ccc2nsnc12,TXDFBAGCOFJBOE-UHFFFAOYSA-N,1
O=C1CC2CCC(N1)C1C=CC=CC21,TXDBPMMPOHWHDO-UHFFFAOYSA-N,1
C=C1C[NH2+]CC2Cc3c([nH]c4ccccc34)C(=O)CC12,TXBYYOCQKQODID-UHFFFAOYSA-O,1
O=C1CC=CC=CCOC(=O)C2CCCCN2C(=O)C2OC(CCC1)CCCC2=O,TXAMVMLQMKBJFU-UHFFFAOYSA-N,1
c1cnc2cc3ccsc3cc2c1,TXAHMFDTQJTGQO-UHFFFAOYSA-N,1
O=C1NCc2c3c(c4[nH]c5ccccc5c4c21)-c1ccccc1C3,TXAHISLWNLQNMW-UHFFFAOYSA-N,1
O=C1CNCc2nc(cs2)CNC(=O)CNC(=O)CN1,TWZVFOPOAHQNCZ-UHFFFAOYSA-N,1
O=C1CNC(=O)c2ccccc2OCCOCCOCCOCCN1,TWZUJWWRRCJTNU-UHFFFAOYSA-N,1
O=C1CCC2OCOC2C1,TWZNSMXUKZMOQT-UHFFFAOYSA-N,1
O=C1NC(=S)SC1=C1C(=O)N2CCCc3cccc1c32,TWYYRZTVLSRMHT-UHFFFAOYSA-N,1
O=C1CCC2C(=O)CCC2C1,TWYMCDCXFAUKIH-UHFFFAOYSA-N,1
O=C1CC2CC=NN2C1,TWYJQLNTBUNGHH-UHFFFAOYSA-N,1
O=C1CSCC(=O)Nc2cccc(n2)NC(=O)CSCC(=O)Nc2cccc(n2)N1,IYJAYCBMPMQCFJ-UHFFFAOYSA-N,1
C1=NC2(ON1)c1ccccc1CC21Cc2cccc3cccc(c23)C1,IYILJHJVMFLINJ-UHFFFAOYSA-N,1
C1=C2CCCC3c4cc5c(cc4CN(C1)C23)OCO5,IXXZFAYMCSARMX-UHFFFAOYSA-N,1
O=C1C2=CC3CC4COC(C3=O)C24Oc2cc3c(cc21)CCCO3,IXXQZZNVANWXOQ-UHFFFAOYSA-N,1
c1cc2n(c1)CCNC21CCNCC1,IXXAKRKBVGPDER-UHFFFAOYSA-N,1
O=C1CCCNn2c(nc3ncccc3c2=O)N1,IXWUUVRXGVEUSH-UHFFFAOYSA-N,1
c1ccc2c(c1)OCC21CCNC1,IXWGLKPOZDCKFI-UHFFFAOYSA-N,1
O=C1C=CC2CC3(CCCC4CCCCC43)OC2=C1,IXVGBMJXKXNIKD-UHFFFAOYSA-N,1
O=C1CC2CC3C1CC1(SS2)C(=O)n2c(cc4ccccc42)C(=O)N31,IXVDQMNIAXUWMZ-UHFFFAOYSA-N,1
O=C1c2cccnc2C(=O)c2oncc21,TXHNIXFJMXLICK-UHFFFAOYSA-N,1
O=C1C=CC12CSC1(C=CC1=O)CS2,TXHMTAGOMZQLEI-UHFFFAOYSA-N,1
O=C1NCCSSC2CNC1C2,TXGHHSOGJQHISH-UHFFFAOYSA-N,1
c1nc2n(n1)C1=C(CCCC1)C1(CCCCC1)N2,TXFUBWVBNGSLEH-UHFFFAOYSA-N,1
O=c1c2ccccc2c(=O)n2n1-c1cccc(c1)CSSCc1cccc-2c1,TXEVTDQZCNMHBZ-UHFFFAOYSA-N,1
C1=C2CCC=C2CCC12CC2,TXDXHWUJINELDI-UHFFFAOYSA-N,1
C=C1CC=CC2C3C(=O)CC(CC4CC(=O)OC4C1)C23,TXDVEIYNLSJJHI-UHFFFAOYSA-N,1
c1cc2c3c(cccc3c1)SC2,IYDLVGAUNGFUNX-UHFFFAOYSA-N,1
O=C1OC2COCCC2OC12CCCCO2,IYBUHAFPQJCNCF-UHFFFAOYSA-N,1
O=C1C=CC2COC3CC4C5=CCCC5CC5OC54C1C23,IXHOHOPZIJSFFK-UHFFFAOYSA-N,1
C=C1CC2CCC(=O)CC2C1,TXLRLECVXNQVCL-UHFFFAOYSA-N,1
C=C1CNC(=N)NC1=O,TXLMHJOOYPDXHV-UHFFFAOYSA-N,1
O=C1CC2C3C=CC(NO3)NN12,TXKLOQVKWABHAX-UHFFFAOYSA-N,1
O=c1[nH]cnc2c(=O)[nH]ccc12,TXKJCLSTACYLEU-UHFFFAOYSA-N,1
C=C1CCC2C(CCCC23OCCO3)C1=O,TXKCZYJIWBLQFQ-UHFFFAOYSA-N,1
C1=CCCN2CCC3C=CC(CCCC1)C1N4CCCC5C=CC4(CC31C2)OC1C=CC2(CC34CN6CCCCC=CCCC(C=CC3CC6)C4N2CCC1)O5,TXKBSGGLQCVWRR-UHFFFAOYSA-N,1
O=C1Cc2ccccc(=O)c2C(=O)O1,TXIWLNNCHYPKPM-UHFFFAOYSA-N,1
C1=C2CC(CC1)CCC1CCC21,IXSLZOBEIYMYJW-UHFFFAOYSA-N,1
O=C1OCCn2cccc(c2=O)C2CCCN2c2ccn3ncc1c3n2,IXRSKPVTUKYVQH-UHFFFAOYSA-N,1
O=C1NC(=O)C(=O)NC1=O,IXRCBQCSNZKFHS-UHFFFAOYSA-N,1
[BH2-]1n2cccc2NC2C=CC=[N+]12,IXQOIYLDAQAYSU-UHFFFAOYSA-N,1
O=C1C=CC2(C1)OCCO2,IXQMLUNGRAKREB-UHFFFAOYSA-N,1
O=C1CCNC(=O)CNC(=O)CNC(=O)COC(=O)C=CCCCCOC(=O)CNC(=O)CN1,IXQJMHIVQWDFDG-UHFFFAOYSA-N,1
O=C1CCC(=O)Nc2ccccc2-c2ccnc(c2)CC1,IXPCIFSYLUFUGV-UHFFFAOYSA-N,1
O=C1C=CC2CCCC3(CCOC3=O)C2C1,IXYDVNWIFSSNPC-UHFFFAOYSA-N,1
N=C1CCC2C(CCC3C2CCC2C3CCC34CCCC(OC3)C24)C1,IXCYNZMVGNIQJQ-UHFFFAOYSA-N,1
O=C1OCCCc2c[nH]c3ccc(cc23)N2CCC=C(CCC(=O)N3CCCC1N3)C2,IXCJVDZEJZPNJQ-UHFFFAOYSA-N,1
C1=CC2N=CN=CC2O1,IXBYEYADVUAECE-UHFFFAOYSA-N,1
O=c1cc2n(c3ncccc13)CCN2,TXPBGAUFMRGRBQ-UHFFFAOYSA-N,1
O=C1CCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC1,TXORDFDIIBZWET-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCCN2C(=O)CCNC(=O)C2(CCC2)NC(=O)CNC(=O)CNC(=O)C2CCCCN2C(=O)CCN1,TXNMUOLCAXTUPC-UHFFFAOYSA-N,1
c1cnc2c(c1)Cc1ccc3ccccc3c1O2,TXNKLWPVVJZSFZ-UHFFFAOYSA-N,1
O=C1CC2C(CCC3C4CCc5ncccc5C4C(=O)CC23)CO1,TXNCCURFLRROOB-UHFFFAOYSA-N,1
O=C1CNC(=O)C2CCC(=O)N2C(=O)CNC(=O)C2Cc3cccc(c3)Oc3ccc(cc3)CC(NC(=O)CN1)C(=O)N2,TXMYEFMSVSESLH-UHFFFAOYSA-N,1
O=C1CCc2c3c4c(cccc4c4cccc1c24)CCC3,TXMWDRQKUTWOTR-UHFFFAOYSA-N,1
c1ccc2c(c1)ccc1oc3nncc-3cc12,TXMDGIMAJGYQKM-UHFFFAOYSA-N,1
O=C1CCCN2C=Nc3cnc(cc3C2)Oc2cccc(c2)CCN1,TXLWOJYZVJJIIO-UHFFFAOYSA-N,1
N=C1CCC(=O)OC2=C1CNC2=O,IXOCCMQJQNQSGI-UHFFFAOYSA-N,1
C1=CCc2cccc(c2)Nc2ncnc(n2)NCCCC1,IXLOEOCZCCWUIJ-UHFFFAOYSA-N,1
O=C1NCc2ccc(cc2)OCCOc2cc(ccn2)-c2nc1co2,IXKXIGSDHAHDBB-UHFFFAOYSA-N,1
C1=Nc2c(ccc3c2[nH]c2ccccc23)CN1,IXKNLESGXDJTEM-UHFFFAOYSA-N,1
N=[SH+]1NC(=O)c2ccccc21,IWZLORWXUCDICF-UHFFFAOYSA-O,1
C1=NNc2nc3ccccc3nc2O1,IWZIIXGVURELBW-UHFFFAOYSA-N,1
O=c1ocnc2sc3c(c12)CCSC3,IWWOLTSNMLAAKX-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSSCC(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N2,IWVCARHBTLHVCW-UHFFFAOYSA-N,1
O=C1C=CC(=O)c2c[nH]cc21,IWUAQZYAHUQNMM-UHFFFAOYSA-N,1
O=c1[nH]sc2cnc3ccccc3c12,TXTMRZBZIZDELX-UHFFFAOYSA-N,1
c1ccc2c(c1)CNc1c-2cnc2cc3c(cc12)OCO3,TXTDLFVNFJAHOY-UHFFFAOYSA-N,1
O=C1NCC2=NC(CO2)C(=O)NCC2=NC1CO2,TXSZNDZJLOLMNW-UHFFFAOYSA-N,1
O=C1CCSCc2cccc(c2)CSCCNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,TXSKEHOSQRAJAM-UHFFFAOYSA-N,1
c1ccc2c(c1)ccc1c2[nH]c2c3ccccc3c[nH+]c12,TXRZHSRUXQVDLU-UHFFFAOYSA-O,1
C1=C2CCCCC(CC1)C2,TXRMUVNCLZHDOI-UHFFFAOYSA-N,1
N=c1ccc2c([nH]1)C1CCC3C4CCCCC4=CCC3C1C2,IXFGIHSEMVSKIC-UHFFFAOYSA-N,1
O=C1CC=CCCOC(=O)OC(=O)CCCC(=O)C(=O)OC(=O)C(=O)N2CCCCC2C(=O)OCCCC1,IXEPCODXCIIDLB-UHFFFAOYSA-N,1
C1=CC2Oc3ccccc3C3OCC(C1)C23,IXEBDMBORYHPJW-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSCCC(=O)N3CN(CN(C3)C(=O)CCSCCC(=O)N3CCCC3C(=O)NCC(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NCC(=O)N2)C(=O)CCSCCN1,IXDWFMVNOUZAAR-UHFFFAOYSA-N,1
C1CC2CN3CCC2C1C3,IXDIAPBFEOKCCT-UHFFFAOYSA-N,1
O=C1CCSSCCNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CN1,IWQZPVNJUBDNFK-UHFFFAOYSA-N,1
C1=CC[NH+]2CCCC2C1,IWQZHUQSJDOQBS-UHFFFAOYSA-O,1
O=C1C=CCCOC(=O)c2ccccc2OCCCC1,IWPUYKSKMKIYMG-UHFFFAOYSA-N,1
O=C1CCC2CCCCCC2c2ccccc21,IWNFGJXOBCWSQK-UHFFFAOYSA-N,1
O=C1OCC2=Nc3cccc4cccc(c34)N12,IWLBTKROGNSERQ-UHFFFAOYSA-N,1
C1=NCC2CNCc3ccccc3C2=N1,TXZLFIVEFDOXSQ-UHFFFAOYSA-N,1
C=C1OC=NC12CCCCC2,TXYKVSBUJSABPF-UHFFFAOYSA-N,1
c1cc2c3c(c1)nnn3CCNC2,TXXZEMLLJYZFRL-UHFFFAOYSA-N,1
N=C1CC2CCC3C(=CCc4ccccc43)C2C1,TXVJKXAFCNXUQY-UHFFFAOYSA-N,1
C1=CC2OC3CNCC3C2NC1,TXVHQSGYUDDPOL-UHFFFAOYSA-N,1
C1=NOCc2cc3ccccc3cc21,TXVHFCAHOPGICP-UHFFFAOYSA-N,1
c1ccc2c(c1)CC1COC3CCCCC213,TXUPLUMFSIADBZ-UHFFFAOYSA-N,1
C1=Cc2cc3ccc(cc4nc(cnc5ccccc5ncc1n2)C=C4)[nH]3,TXUCTMLBJWVODX-UHFFFAOYSA-N,1
c1ccc2nc3cc4c[nH]cc4cc3nc2c1,TXTUSYQMWKOOSB-UHFFFAOYSA-N,1
c1ncc2nc3n(c2n1)C1CCC(COCCO3)O1,IXADEKLEEIDOOJ-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)C2CSSCC(NC(=O)CNC(=O)C3CCCN3C(=O)C3CCCN3C(=O)CNC(=O)CN1)C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)N2,IWZWSXWNNWOXMS-UHFFFAOYSA-N,1
c1ccc2c(c1)OCC1=C2CCCCC1,IVZWPPNKWMKXRG-UHFFFAOYSA-N,1
O=C1CC=CCCCc2ccc(o2)CCC1,IVXUTXSIRIOTCC-UHFFFAOYSA-N,1
C=C1NC(=O)C2(Cc3ccccc3O2)NC1=O,TYCQKYXVDISAAH-UHFFFAOYSA-N,1
c1[nH]c2nc1-c1cc3cn[nH]c3cc1NCCCCCC2,TYBZDQMECYIVED-UHFFFAOYSA-N,1
O=C1C=CC2CCCC2CCC=CCCC1,TYBXWIIPNSDLGA-UHFFFAOYSA-N,1
O=C1Nc2ccccc2C12CC=CCN2,TYBJXEBAVGHOSW-UHFFFAOYSA-N,1
O=C1C=C2C=COC3OC23C(=O)C1,TYAXHVCIHBMZCS-UHFFFAOYSA-N,1
O=C1CCC2(CCCC2)N1,TXZSPXXAYFKIJG-UHFFFAOYSA-N,1
C=C1C(=O)OC2C3=C(CCCC12)C1CC3C2(C1)C(=O)OC1C3C=CCC3C(=C)CCC12,IWJFZXGBDUAZMB-UHFFFAOYSA-N,1
O=C1NCc2cccc(c2)CNC(=O)c2coc(n2)-c2csc(n2)-c2cccc(n2)-c2nc(co2)-c2nc1co2,IWITVUQUVKKTPR-UHFFFAOYSA-N,1
O=C1CCSSCCCNC(=O)CNC(=O)CNC(=O)CN1,IWIPJEGCGIUINF-UHFFFAOYSA-N,1
N=C1NC2(CCCCC2)CCS1,IWIFZUHSKZFYCG-UHFFFAOYSA-N,1
C1=c2cc[nH]c2=CCC1,IWHLQVYDCVARSF-UHFFFAOYSA-N,1
C1=CC23Oc4cccc5c4C(Oc4cccc(c42)C1)(O3)C1OC1C5,IWGZAMNYHKAWNU-UHFFFAOYSA-N,1
C1=NN2C(C1)c1ccccc1OC21CCOCC1,IWGCKDYAJLQPMP-UHFFFAOYSA-N,1
C1=C2C3CCCCC3CC2C2CCCCC2C1,IWEMXCMPEYBDKZ-UHFFFAOYSA-N,1
c1ccc2c(c1)[NH2+]c1ccccc1[NH2+]2,IVURTNNWJAPOML-UHFFFAOYSA-P,1
C=C1C(=O)C23CCC1CC2C12CCCC(CNC1)C2CC3,IVUQVECALXSSLK-UHFFFAOYSA-N,1
O=C1CCSCc2cc3cc(c2)CSCC(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CN1)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCCSC3,IVTDBJIESUAKNI-UHFFFAOYSA-N,1
O=C1C2CCC3C1CC1(S2)C(=O)N2C(CC4=CC=CCC42)C(=O)N31,IVSVHVJUMDXZCZ-UHFFFAOYSA-N,1
O=c1nc2c(=O)nc[nH]c2c[nH]1,IVRCCAGMYYACPL-UHFFFAOYSA-N,1
O=C1CN2C(=O)CONC2CN1,TYJPOFXZFCHWEY-UHFFFAOYSA-N,1
c1cc2cc(c1)Nc1nccc(n1)NCc1ccccc1OCCC2,TYJFTSHJPUXIGT-UHFFFAOYSA-N,1
C1CC2CCC3C(CCC4C3CCC35CCCC(OC3)C45)C2C1,TYIUIBIENWRSQZ-UHFFFAOYSA-N,1
O=C1CC2C(CC3C4=CCC5C(CCC6OC(=O)C65)C4CCC32)O1,TYHZIQUIWSXOPZ-UHFFFAOYSA-N,1
